store_name,location,product_name,category,price,units_sold,revenue
Store_26,Pune,Backpack,Accessories,2742.18,27,74038.86
Store_46,Pune,Ceramic Mug,Home & Kitchen,3725.55,8,29804.4
Store_24,Jaipur,Leather Wallet,Accessories,7662.39,48,367794.72
Store_41,Delhi,Sunglasses,Accessories,5175.27,9,46577.43
Store_24,Jaipur,Smartwatch,Electronics,6559.58,14,91834.12
Store_32,Bengaluru,Denim Jeans,Apparel,4504.78,2,9009.56
Store_27,Ahmedabad,LED Lamp,Home & Kitchen,2397.45,14,33564.3
Store_47,Delhi,Leather Wallet,Accessories,658.96,37,24381.52
Store_21,Mumbai,Office Chair,Furniture,3165.56,46,145615.76
Store_28,Chennai,Sunglasses,Accessories,3472.74,47,163218.78
Store_23,Hyderabad,Coffee Maker,Home & Kitchen,2168.85,47,101935.95
Store_40,Kolkata,Ceramic Mug,Home & Kitchen,6462.29,49,316652.21
Store_44,Ahmedabad,Backpack,Accessories,1302.15,29,37762.35
Store_12,Kolkata,LED Lamp,Home & Kitchen,516.0,39,20124.0
Store_14,Chennai,LED Lamp,Home & Kitchen,5823.87,10,58238.7
Store_11,Bengaluru,Basic T-Shirt,Apparel,2263.74,10,22637.4
Store_39,Ahmedabad,Ceramic Mug,Home & Kitchen,6429.74,17,109305.58
Store_9,Delhi,Basic T-Shirt,Apparel,3586.44,33,118352.52
Store_41,Hyderabad,Running Shoes,Footwear,3657.88,47,171920.36
Store_2,Ahmedabad,Tennis Racket,Sports,2760.22,9,24841.98
Store_25,Delhi,Wireless Mouse,Electronics,305.19,21,6408.99
Store_21,Bengaluru,Basic T-Shirt,Apparel,1736.36,48,83345.28
Store_38,Pune,Office Chair,Furniture,2746.62,31,85145.22
Store_23,Ahmedabad,Smartwatch,Electronics,6119.24,29,177457.96
Store_46,Kolkata,Smartwatch,Electronics,6787.09,27,183251.43
Store_46,Chennai,Coffee Maker,Home & Kitchen,3301.2,43,141951.6
Store_48,Lucknow,Bluetooth Headset,Electronics,963.64,29,27945.56
Store_18,Delhi,Smartwatch,Electronics,3107.73,7,21754.11
Store_30,Ahmedabad,Smartwatch,Electronics,5498.02,8,43984.16
Store_34,Lucknow,Smartwatch,Electronics,3414.77,28,95613.56
Store_37,Chennai,Formal Shirt,Apparel,6327.61,5,31638.05
Store_34,Lucknow,Backpack,Accessories,7027.78,11,77305.58
Store_37,Jaipur,Coffee Maker,Home & Kitchen,5307.19,29,153908.51
Store_6,Kolkata,LED Lamp,Home & Kitchen,741.97,11,8161.67
Store_43,Delhi,Tennis Racket,Sports,1488.75,37,55083.75
Store_40,Bengaluru,Sunglasses,Accessories,3773.94,4,15095.76
Store_50,Jaipur,Tennis Racket,Sports,6294.58,32,201426.56
Store_34,Hyderabad,Ceramic Mug,Home & Kitchen,3444.39,35,120553.65
Store_42,Bengaluru,Denim Jeans,Apparel,1291.87,29,37464.23
Store_17,Delhi,Smartwatch,Electronics,6171.74,30,185152.2
Store_2,Delhi,Ceramic Mug,Home & Kitchen,4226.4,24,101433.6
Store_30,Pune,Coffee Maker,Home & Kitchen,551.41,33,18196.53
Store_11,Lucknow,Basic T-Shirt,Apparel,3811.17,18,68601.06
Store_31,Chennai,Running Shoes,Footwear,2544.8,19,48351.2
Store_48,Lucknow,Wireless Mouse,Electronics,5113.25,33,168737.25
Store_4,Ahmedabad,Yoga Mat,Sports,1341.1,5,6705.5
Store_31,Chennai,Office Chair,Furniture,6676.64,4,26706.56
Store_18,Jaipur,Denim Jeans,Apparel,5625.89,17,95640.13
Store_50,Ahmedabad,Bluetooth Headset,Electronics,3657.1,21,76799.1
Store_31,Ahmedabad,Smartwatch,Electronics,1850.07,26,48101.82
Store_25,Hyderabad,Wireless Mouse,Electronics,3022.97,28,84643.16
Store_29,Bengaluru,Office Chair,Furniture,3973.94,4,15895.76
Store_28,Kolkata,Bluetooth Headset,Electronics,4793.81,41,196546.21
Store_18,Kolkata,Sunglasses,Accessories,4720.6,40,188824.0
Store_45,Jaipur,Running Shoes,Footwear,3084.77,16,49356.32
Store_38,Hyderabad,Backpack,Accessories,5864.98,17,99704.66
Store_24,Hyderabad,Ceramic Mug,Home & Kitchen,3083.3,36,110998.8
Store_47,Lucknow,Tennis Racket,Sports,1484.83,47,69787.01
Store_24,Kolkata,Bluetooth Headset,Electronics,5720.47,4,22881.88
Store_11,Ahmedabad,LED Lamp,Home & Kitchen,2579.89,5,12899.45
Store_11,Pune,Leather Wallet,Accessories,7870.55,6,47223.3
Store_45,Hyderabad,Basic T-Shirt,Apparel,6765.28,42,284141.76
Store_8,Chennai,Smartwatch,Electronics,4752.37,1,4752.37
Store_23,Delhi,LED Lamp,Home & Kitchen,5345.23,8,42761.84
Store_23,Bengaluru,LED Lamp,Home & Kitchen,5366.77,40,214670.8
Store_1,Kolkata,Bluetooth Headset,Electronics,2338.91,49,114606.59
Store_43,Hyderabad,LED Lamp,Home & Kitchen,3729.35,41,152903.35
Store_34,Chennai,Yoga Mat,Sports,7027.76,44,309221.44
Store_2,Bengaluru,Tennis Racket,Sports,7930.41,50,396520.5
Store_48,Bengaluru,Office Chair,Furniture,297.28,29,8621.12
Store_3,Bengaluru,Backpack,Accessories,2217.12,43,95336.16
Store_41,Delhi,Ceramic Mug,Home & Kitchen,7852.31,44,345501.64
Store_11,Jaipur,Basic T-Shirt,Apparel,4999.75,26,129993.5
Store_11,Mumbai,LED Lamp,Home & Kitchen,4290.63,44,188787.72
Store_21,Pune,Denim Jeans,Apparel,6415.19,27,173210.13
Store_45,Mumbai,Wireless Mouse,Electronics,2306.4,20,46128.0
Store_29,Mumbai,Office Chair,Furniture,961.07,43,41326.01
Store_33,Lucknow,Smartwatch,Electronics,1829.34,25,45733.5
Store_45,Ahmedabad,Bluetooth Headset,Electronics,2714.72,46,124877.12
Store_15,Jaipur,Coffee Maker,Home & Kitchen,5795.86,37,214446.82
Store_19,Kolkata,Office Chair,Furniture,1285.13,30,38553.9
Store_40,Pune,Yoga Mat,Sports,4766.36,50,238318.0
Store_48,Chennai,Office Chair,Furniture,213.71,2,427.42
Store_34,Lucknow,Denim Jeans,Apparel,6708.55,21,140879.55
Store_42,Pune,Office Chair,Furniture,4261.79,47,200304.13
Store_39,Lucknow,Yoga Mat,Sports,1900.76,19,36114.44
Store_32,Ahmedabad,Formal Shirt,Apparel,7426.58,3,22279.74
Store_45,Kolkata,Ceramic Mug,Home & Kitchen,2777.37,35,97207.95
Store_26,Delhi,Office Chair,Furniture,7133.25,13,92732.25
Store_4,Delhi,Ceramic Mug,Home & Kitchen,330.66,25,8266.5
Store_44,Pune,Running Shoes,Footwear,5184.25,20,103685.0
Store_32,Delhi,Smartwatch,Electronics,4340.23,18,78124.14
Store_37,Bengaluru,Smartwatch,Electronics,4244.27,24,101862.48
Store_28,Chennai,Office Chair,Furniture,857.02,5,4285.1
Store_26,Bengaluru,Coffee Maker,Home & Kitchen,6872.95,15,103094.25
Store_3,Lucknow,Smartwatch,Electronics,2951.49,23,67884.27
Store_50,Lucknow,Formal Shirt,Apparel,7869.76,31,243962.56
Store_20,Jaipur,Office Chair,Furniture,4477.53,33,147758.49
Store_6,Lucknow,LED Lamp,Home & Kitchen,6875.97,41,281914.77
Store_37,Lucknow,Backpack,Accessories,6791.9,47,319219.3
Store_24,Bengaluru,Yoga Mat,Sports,4614.44,48,221493.12
Store_31,Mumbai,Ceramic Mug,Home & Kitchen,4050.69,22,89115.18
Store_42,Kolkata,Formal Shirt,Apparel,4142.94,50,207147.0
Store_23,Delhi,LED Lamp,Home & Kitchen,7440.57,48,357147.36
Store_28,Pune,Denim Jeans,Apparel,2130.02,35,74550.7
Store_39,Delhi,Sunglasses,Accessories,7418.17,18,133527.06
Store_24,Kolkata,Ceramic Mug,Home & Kitchen,5967.43,10,59674.3
Store_48,Bengaluru,Wireless Mouse,Electronics,7489.92,4,29959.68
Store_26,Delhi,Backpack,Accessories,3357.95,46,154465.7
Store_20,Lucknow,Formal Shirt,Apparel,2746.41,22,60421.02
Store_11,Hyderabad,Sunglasses,Accessories,4602.76,26,119671.76
Store_50,Kolkata,Bluetooth Headset,Electronics,6345.9,15,95188.5
Store_35,Delhi,Denim Jeans,Apparel,1313.55,30,39406.5
Store_28,Hyderabad,Coffee Maker,Home & Kitchen,5592.91,50,279645.5
Store_16,Mumbai,Bluetooth Headset,Electronics,4689.96,17,79729.32
Store_9,Delhi,Formal Shirt,Apparel,5330.64,30,159919.2
Store_30,Jaipur,Running Shoes,Footwear,3870.99,16,61935.84
Store_11,Pune,Basic T-Shirt,Apparel,1470.92,20,29418.4
Store_17,Delhi,Sunglasses,Accessories,7612.76,2,15225.52
Store_32,Chennai,Coffee Maker,Home & Kitchen,5024.5,37,185906.5
Store_42,Jaipur,Denim Jeans,Apparel,6181.91,3,18545.73
Store_38,Chennai,Bluetooth Headset,Electronics,250.06,31,7751.86
Store_42,Hyderabad,Formal Shirt,Apparel,5200.17,48,249608.16
Store_9,Pune,Office Chair,Furniture,777.85,46,35781.1
Store_17,Chennai,Denim Jeans,Apparel,3987.43,49,195384.07
Store_48,Kolkata,Sunglasses,Accessories,4668.68,32,149397.76
Store_20,Ahmedabad,Running Shoes,Footwear,4985.11,23,114657.53
Store_18,Kolkata,Basic T-Shirt,Apparel,4009.62,17,68163.54
Store_38,Hyderabad,Bluetooth Headset,Electronics,6842.4,24,164217.6
Store_29,Chennai,Leather Wallet,Accessories,1206.27,32,38600.64
Store_45,Bengaluru,Basic T-Shirt,Apparel,1084.3,32,34697.6
Store_40,Jaipur,Basic T-Shirt,Apparel,3856.61,6,23139.66
Store_17,Jaipur,Yoga Mat,Sports,6820.99,44,300123.56
Store_27,Lucknow,Yoga Mat,Sports,1956.51,31,60651.81
Store_8,Lucknow,Sunglasses,Accessories,6167.92,21,129526.32
Store_34,Chennai,Denim Jeans,Apparel,2211.22,22,48646.84
Store_1,Delhi,Backpack,Accessories,6797.77,11,74775.47
Store_13,Mumbai,Basic T-Shirt,Apparel,5367.21,9,48304.89
Store_42,Ahmedabad,Sunglasses,Accessories,5702.66,43,245214.38
Store_42,Lucknow,LED Lamp,Home & Kitchen,7528.66,42,316203.72
Store_38,Bengaluru,Bluetooth Headset,Electronics,2581.87,24,61964.88
Store_38,Delhi,Smartwatch,Electronics,6893.62,39,268851.18
Store_34,Ahmedabad,Backpack,Accessories,926.81,44,40779.64
Store_23,Delhi,LED Lamp,Home & Kitchen,2840.37,8,22722.96
Store_21,Delhi,Leather Wallet,Accessories,516.33,39,20136.87
Store_11,Chennai,Ceramic Mug,Home & Kitchen,6680.75,1,6680.75
Store_35,Delhi,LED Lamp,Home & Kitchen,2682.29,1,2682.29
Store_21,Chennai,Wireless Mouse,Electronics,2398.74,19,45576.06
Store_48,Hyderabad,Leather Wallet,Accessories,2857.48,27,77151.96
Store_36,Lucknow,Ceramic Mug,Home & Kitchen,4253.17,44,187139.48
Store_24,Mumbai,Ceramic Mug,Home & Kitchen,7990.88,24,191781.12
Store_1,Hyderabad,Formal Shirt,Apparel,3158.2,11,34740.2
Store_21,Hyderabad,Smartwatch,Electronics,3693.41,8,29547.28
Store_14,Lucknow,Backpack,Accessories,1290.6,18,23230.8
Store_15,Lucknow,Tennis Racket,Sports,1366.02,31,42346.62
Store_6,Ahmedabad,Coffee Maker,Home & Kitchen,4271.66,13,55531.58
Store_8,Ahmedabad,Denim Jeans,Apparel,6899.36,39,269075.04
Store_40,Delhi,Tennis Racket,Sports,7873.25,41,322803.25
Store_21,Ahmedabad,Basic T-Shirt,Apparel,4543.09,41,186266.69
Store_20,Kolkata,Wireless Mouse,Electronics,5558.34,5,27791.7
Store_20,Chennai,Bluetooth Headset,Electronics,1550.97,38,58936.86
Store_33,Ahmedabad,Sunglasses,Accessories,3650.4,16,58406.4
Store_32,Kolkata,Office Chair,Furniture,5937.7,3,17813.1
Store_16,Jaipur,Running Shoes,Footwear,7779.23,37,287831.51
Store_1,Hyderabad,Office Chair,Furniture,3994.02,46,183724.92
Store_39,Hyderabad,Formal Shirt,Apparel,4997.06,21,104938.26
Store_7,Ahmedabad,Backpack,Accessories,5083.55,23,116921.65
Store_26,Bengaluru,Leather Wallet,Accessories,5817.22,1,5817.22
Store_2,Holmesberg,Thus,Automotive,14.7,18,264.6
Store_17,West Codytown,Will,Automotive,624.42,53,33094.26
Store_12,Cindyland,Take,Automotive,346.81,44,15259.64
Store_13,Carpenterchester,Fund,Toys,132.02,15,1980.3
Store_5,Craigburgh,State,Grocery,169.51,60,10170.6
Store_1,Laurenchester,Garden,Furniture,504.09,28,14114.52
Store_8,New Jenniferhaven,Movie,Books,715.99,16,11455.84
Store_11,East Laura,Movie,Automotive,772.61,30,23178.3
Store_15,Reyesview,Current,Grocery,555.97,53,29466.41
Store_5,Deannaview,Quality,Grocery,743.53,53,39407.09
Store_16,Thomasfurt,Work,Furniture,298.69,21,6272.49
Store_7,Ochoaborough,Low,Automotive,387.66,26,10079.16
Store_11,Lake Andrew,For,Books,493.35,51,25160.85
Store_7,Brownport,Remember,Automotive,289.59,31,8977.29
Store_6,Meredithbury,Help,Automotive,13.44,8,107.52
Store_18,Rodriguezbury,Serve,Toys,409.78,2,819.56
Store_7,Sherryton,Fire,Grocery,748.86,14,10484.04
Store_12,Pricestad,Company,Toys,541.5,28,15162.0
Store_16,Moraleston,It,Furniture,120.73,56,6760.88
Store_2,Donaldberg,Song,Toys,316.55,23,7280.65
Store_4,West Christopherborough,Cup,Furniture,618.59,29,17939.11
Store_15,Fullerville,Probably,Books,287.3,31,8906.3
Store_14,North Cindy,Anything,Grocery,589.76,11,6487.36
Store_8,Reedberg,Language,Grocery,656.17,26,17060.42
Store_9,Tylerton,Majority,Furniture,264.51,55,14548.05
Store_6,East Jameschester,Remain,Toys,235.1,60,14106.0
Store_2,Wilsonbury,Boy,Grocery,520.27,6,3121.62
Store_5,Port Mark,Part,Toys,368.23,56,20620.88
Store_5,Youngside,Outside,Furniture,276.98,59,16341.82
Store_6,Blackmouth,Decision,Toys,153.26,37,5670.62
Store_1,Gibsonfurt,Since,Grocery,775.89,49,38018.61
Store_4,Susanberg,Thus,Automotive,241.52,19,4588.88
Store_6,West Carolynmouth,Lay,Automotive,652.47,27,17616.69
Store_3,Danafurt,Why,Furniture,223.9,18,4030.2
Store_16,Heatherberg,He,Automotive,324.03,33,10692.99
Store_11,Harrishaven,Fly,Automotive,234.42,2,468.84
Store_8,Lake Janetmouth,Nature,Grocery,344.09,9,3096.81
Store_5,Kimberlyville,Treat,Automotive,662.62,49,32468.38
Store_14,Port Angela,Full,Grocery,700.94,17,11915.98
Store_20,New Christopher,Himself,Automotive,169.31,27,4571.37
Store_17,Gregoryfurt,Resource,Furniture,305.0,45,13725.0
Store_19,West Kelsey,Very,Grocery,349.35,7,2445.45
Store_9,Lisamouth,Decision,Furniture,145.78,45,6560.1
Store_9,Gutierrezhaven,Task,Toys,743.14,42,31211.88
Store_16,Port Patricia,Opportunity,Books,799.54,32,25585.28
Store_12,Port David,Term,Books,566.85,39,22107.15
Store_12,Beckburgh,Third,Books,366.12,26,9519.12
Store_3,New Renee,Mission,Toys,177.4,15,2661.0
Store_2,Hollandfurt,Manage,Books,414.45,51,21136.95
Store_2,South Jose,Just,Automotive,792.76,14,11098.64
Store_2,Gonzalezport,Result,Automotive,215.03,32,6880.96
Store_14,Morrisonchester,Time,Grocery,731.16,57,41676.12
Store_11,Staceyfort,Seven,Books,421.12,50,21056.0
Store_17,West Jenniferborough,Public,Toys,707.26,57,40313.82
Store_3,Brendaside,Return,Books,151.08,6,906.48
Store_11,South Catherine,Yard,Toys,434.69,12,5216.28
Store_12,Youngfort,Return,Furniture,228.78,39,8922.42
Store_2,Rojasberg,Successful,Grocery,492.79,55,27103.45
Store_13,Matthewfurt,Question,Grocery,128.74,49,6308.26
Store_8,Brightshire,Much,Furniture,423.48,52,22020.96
Store_11,South Josephshire,Point,Books,348.02,2,696.04
Store_17,North Jesse,Keep,Automotive,633.66,45,28514.7
Store_11,Hughesville,Born,Books,410.94,8,3287.52
Store_2,Cruzland,While,Toys,424.87,29,12321.23
Store_1,Douglaston,A,Toys,264.46,11,2909.06
Store_19,Justinland,Style,Automotive,722.75,22,15900.5
Store_11,Adamschester,Better,Books,218.44,57,12451.08
Store_9,Salazarport,Indicate,Books,27.51,47,1292.97
Store_10,East Katherine,Crime,Automotive,200.25,53,10613.25
Store_18,Brewerborough,Course,Furniture,499.12,6,2994.72
Store_19,North Nathan,Learn,Furniture,172.13,46,7917.98
Store_4,North Stacey,Majority,Automotive,469.13,60,28147.8
Store_10,North Kelly,Life,Grocery,665.29,36,23950.44
Store_6,South Abigail,Risk,Automotive,798.25,26,20754.5
Store_10,North Shawnborough,Seat,Toys,491.2,15,7368.0
Store_6,Christinechester,Already,Automotive,447.82,47,21047.54
Store_5,Robertfurt,Happy,Toys,328.69,26,8545.94
Store_18,Karenfurt,Since,Toys,682.96,6,4097.76
Store_14,Lake Juanmouth,Make,Toys,43.21,60,2592.6
Store_10,Debramouth,Owner,Furniture,746.24,43,32088.32
Store_15,Hartville,Provide,Toys,514.52,12,6174.24
Store_1,South Davidton,Either,Automotive,700.01,25,17500.25
Store_17,Port Kim,Region,Automotive,541.18,14,7576.52
Store_20,Stevenville,Treat,Grocery,228.03,39,8893.17
Store_4,West Jameston,Sea,Automotive,23.04,1,23.04
Store_14,South Erica,Might,Books,613.95,49,30083.55
Store_16,North Thomasview,Officer,Furniture,683.83,32,21882.56
Store_19,North Peterview,Test,Furniture,36.64,23,842.72
Store_7,Williamchester,Responsibility,Furniture,488.02,9,4392.18
Store_7,West Justin,Quality,Toys,96.19,18,1731.42
Store_13,Sloanburgh,Rate,Furniture,252.38,1,252.38
Store_5,Rebeccaberg,At,Books,420.24,51,21432.24
Store_17,Whitemouth,Sport,Grocery,338.14,14,4733.96
Store_17,Milesfort,Into,Furniture,168.47,59,9939.73
Store_10,Carlsonborough,Behind,Automotive,554.7,23,12758.1
Store_17,North Joseph,Baby,Automotive,195.96,8,1567.68
Store_15,South Elizabeth,Movie,Books,147.99,40,5919.6
Store_10,New Garyside,Movement,Furniture,479.18,37,17729.66
Store_5,Johnshire,Reduce,Books,470.29,51,23984.79
Store_5,Novakshire,Your,Furniture,545.0,35,19075.0
Store_5,South Angela,Available,Books,161.53,5,807.65
Store_15,Jefferyhaven,Enough,Grocery,57.92,13,752.96
Store_5,Codyborough,National,Books,551.75,9,4965.75
Store_5,South Susan,Government,Toys,121.5,1,121.5
Store_2,East Amandaburgh,Message,Grocery,429.51,28,12026.28
Store_11,Melissaberg,Thank,Furniture,91.11,12,1093.32
Store_7,Castillobury,Light,Grocery,67.63,50,3381.5
Store_18,Port Morgan,Simply,Grocery,445.38,48,21378.24
Store_8,Floresbury,Girl,Furniture,447.79,36,16120.44
Store_13,North Jillian,Conference,Automotive,586.84,21,12323.64
Store_11,Josephview,Often,Furniture,483.35,17,8216.95
Store_8,Moodymouth,Consider,Automotive,54.86,7,384.02
Store_16,Websterview,Treatment,Furniture,575.68,6,3454.08
Store_9,Sophiafurt,Build,Books,790.29,15,11854.35
Store_4,Peterville,Beat,Toys,656.51,24,15756.24
Store_5,Hatfieldside,Hospital,Furniture,598.22,1,598.22
Store_18,Morganchester,Whose,Furniture,151.78,37,5615.86
Store_2,Port Jonathanbury,Item,Automotive,660.62,44,29067.28
Store_1,Robinmouth,Add,Books,259.04,21,5439.84
Store_8,Williamhaven,Low,Grocery,492.92,41,20209.72
Store_17,New Jessicachester,Father,Books,97.79,60,5867.4
Store_9,Ronaldberg,Partner,Books,645.55,29,18720.95
Store_10,North Darin,Rule,Furniture,457.76,12,5493.12
Store_10,Ryanville,Offer,Automotive,94.95,55,5222.25
Store_12,Frederickhaven,Tell,Automotive,101.51,3,304.53
Store_5,Lake Meagan,Source,Books,448.12,7,3136.84
Store_16,Maryton,A,Books,666.26,13,8661.38
Store_19,Brockbury,Last,Toys,164.75,13,2141.75
Store_17,East Cherylfurt,Nature,Grocery,632.65,16,10122.4
Store_13,South Ryan,Field,Automotive,148.79,58,8629.82
Store_1,North Cynthiaville,Others,Furniture,778.99,44,34275.56
Store_8,Lake Latasha,House,Automotive,139.75,48,6708.0
Store_12,Phillipsmouth,Right,Grocery,716.33,21,15042.93
Store_18,Ronaldview,So,Grocery,428.24,1,428.24
Store_17,Janetside,Eight,Books,697.15,6,4182.9
Store_10,Jensenfort,Soon,Toys,663.94,7,4647.58
Store_14,Port Thomasshire,Activity,Furniture,76.05,33,2509.65
Store_8,New Cynthia,Social,Books,394.37,9,3549.33
Store_4,Brooksmouth,This,Automotive,71.95,17,1223.15
Store_2,Mitchellmouth,Kind,Grocery,108.76,30,3262.8
Store_4,South Sara,Speak,Grocery,257.05,40,10282.0
Store_9,West Mason,Low,Books,164.8,8,1318.4
Store_9,South Amanda,Set,Grocery,314.73,7,2203.11
Store_7,Traceyport,Part,Grocery,257.33,40,10293.2
Store_17,North Mark,Maybe,Automotive,109.18,27,2947.86
Store_18,Brandonside,Think,Toys,724.44,25,18111.0
Store_7,East Kellytown,Eat,Automotive,704.75,3,2114.25
Store_13,Garrettmouth,Believe,Books,278.26,13,3617.38
Store_15,Ashleyport,Significant,Books,561.13,57,31984.41
Store_10,Jonesside,Dinner,Furniture,131.5,22,2893.0
Store_18,Zacharyview,Very,Toys,210.56,22,4632.32
Store_12,Robertberg,Game,Automotive,593.61,19,11278.59
Store_7,East Jeffrey,Edge,Toys,65.69,4,262.76
Store_5,Christinehaven,Forward,Automotive,95.96,34,3262.64
Store_15,Middletonmouth,Teacher,Books,30.85,13,401.05
Store_4,Fergusonchester,Benefit,Automotive,126.59,35,4430.65
Store_17,Franklintown,Pretty,Grocery,191.53,15,2872.95
Store_7,South Karenshire,Mind,Grocery,367.9,22,8093.8
Store_6,Port Joseph,Word,Toys,433.84,33,14316.72
Store_15,Gilbertburgh,Message,Books,144.37,24,3464.88
Store_3,Laurahaven,Out,Furniture,123.98,45,5579.1
Store_9,Youngchester,Hospital,Toys,548.48,29,15905.92
Store_2,Port Amanda,Catch,Grocery,497.8,48,23894.4
Store_10,South Natalie,Training,Grocery,640.19,16,10243.04
Store_5,Haroldview,While,Books,719.82,36,25913.52
Store_12,Jenniferbury,Stand,Automotive,159.32,22,3505.04
Store_2,Josephmouth,Room,Books,234.38,14,3281.32
Store_6,Tiffanyborough,During,Furniture,594.23,15,8913.45
Store_7,North Angelaberg,Arm,Grocery,60.79,23,1398.17
Store_17,Cynthiastad,Guy,Toys,766.85,1,766.85
Store_1,North Amandamouth,Capital,Books,385.88,52,20065.76
Store_9,Port Jenniferborough,Attack,Grocery,361.62,7,2531.34
Store_13,Lake Jill,Condition,Toys,91.34,52,4749.68
Store_14,Carterhaven,List,Toys,795.29,49,38969.21
Store_4,North Todd,Oil,Books,161.05,52,8374.6
Store_20,East Reginald,Realize,Books,349.83,16,5597.28
Store_5,Gabriellabury,Control,Automotive,558.83,40,22353.2
Store_16,North Erin,Agent,Automotive,102.92,9,926.28
Store_15,Welchburgh,Management,Toys,296.06,14,4144.84
Store_6,Tinafurt,Practice,Furniture,107.26,2,214.52
Store_11,Port Lindseytown,Support,Toys,700.84,28,19623.52
Store_8,Sarahstad,Close,Books,82.02,7,574.14
Store_10,Port Jameschester,Up,Books,362.18,20,7243.6
Store_20,West Andrewhaven,Small,Automotive,168.27,49,8245.23
Store_8,Howardside,Tend,Grocery,409.0,3,1227.0
Store_2,East Jacquelineview,Thank,Toys,686.34,8,5490.72
Store_15,Garyside,Identify,Toys,312.82,11,3441.02
Store_1,Robertbury,Response,Automotive,781.18,33,25778.94
Store_10,Deannachester,Alone,Grocery,395.16,34,13435.44
Store_9,Ramirezville,House,Furniture,632.25,50,31612.5
Store_5,Walkermouth,Attack,Books,792.72,12,9512.64
Store_7,South Jenniferland,Commercial,Automotive,615.76,43,26477.68
Store_7,Lawrenceburgh,Explain,Automotive,670.27,57,38205.39
Store_2,Turnerfort,View,Automotive,664.78,4,2659.12
Store_11,Port Erikville,Action,Automotive,272.42,38,10351.96
Store_19,West Phillip,Fly,Books,380.39,40,15215.6
Store_19,Gordonfort,Something,Automotive,73.24,24,1757.76
Store_7,Bryanview,Cup,Grocery,518.35,14,7256.9
Store_8,Christinechester,Report,Toys,232.01,4,928.04
Store_6,Calebhaven,Rule,Automotive,234.58,37,8679.46
Store_4,Barbaraberg,Foreign,Furniture,349.99,6,2099.94
Store_17,South Nicole,Half,Grocery,753.55,50,37677.5
Store_17,New Williammouth,Star,Books,164.23,10,1642.3
Store_4,Port Casey,Step,Automotive,373.51,39,14566.89
Store_18,Barnettchester,Month,Books,123.26,1,123.26
Store_12,East Caitlyn,Team,Automotive,485.37,43,20870.91
Store_4,South Michael,Position,Toys,327.12,14,4579.68
Store_13,East Curtis,Sister,Grocery,24.19,26,628.94
Store_11,Kennethbury,Rise,Books,155.3,1,155.3
Store_6,West Lisa,Red,Toys,773.66,50,38683.0
Store_15,East Evanport,Car,Grocery,180.77,15,2711.55
Store_20,Sanfordmouth,Decision,Grocery,172.82,5,864.1
Store_14,Alanland,Stand,Grocery,29.38,10,293.8
Store_9,Lake Veronicafurt,Report,Books,519.3,3,1557.9
Store_13,New Pamelaborough,Nothing,Furniture,794.69,30,23840.7
Store_20,Taylorburgh,Soldier,Grocery,306.35,51,15623.85
Store_7,Martinchester,Daughter,Books,252.56,26,6566.56
Store_9,Gonzalezstad,Player,Toys,425.02,10,4250.2
Store_14,Stacyfurt,War,Books,132.7,14,1857.8
Store_19,New Jameston,Stop,Books,754.62,24,18110.88
Store_19,West Michael,Social,Toys,715.61,32,22899.52
Store_11,Ryanside,Over,Books,25.28,4,101.12
Store_7,North Christinebury,Industry,Toys,151.73,56,8496.88
Store_5,Crawfordstad,Agent,Books,293.36,13,3813.68
Store_4,Lake Ericton,South,Furniture,209.8,54,11329.2
Store_19,Allisonborough,Pretty,Grocery,635.58,32,20338.56
Store_16,Lake Briannaborough,Southern,Automotive,491.38,9,4422.42
Store_9,North Stanleyburgh,College,Grocery,24.81,42,1042.02
Store_13,Lake Isaiah,No,Grocery,352.19,42,14791.98
Store_3,Ramirezview,Himself,Furniture,721.14,16,11538.24
Store_18,Lake Ericatown,Employee,Furniture,490.3,43,21082.9
Store_14,Lake Randall,You,Furniture,474.24,58,27505.92
Store_17,Port Jeffreyhaven,Center,Automotive,169.38,56,9485.28
Store_15,South Timothy,Lot,Books,291.89,1,291.89
Store_14,Nunezshire,Foreign,Toys,660.98,3,1982.94
Store_16,Taylorton,Else,Books,102.36,16,1637.76
Store_2,Leechester,Could,Books,370.19,3,1110.57
Store_2,South Audrey,North,Automotive,264.0,45,11880.0
Store_6,Christineland,Center,Furniture,210.98,24,5063.52
Store_15,Brooksmouth,Sit,Grocery,77.31,15,1159.65
Store_2,New Carlosbury,Want,Books,268.99,2,537.98
Store_16,East Samantha,Some,Automotive,63.03,12,756.36
Store_13,North Luis,Feeling,Toys,25.47,20,509.4
Store_9,Sarahhaven,Share,Automotive,275.82,28,7722.96
Store_7,Smithview,With,Automotive,559.79,9,5038.11
Store_19,West Sharonport,Pressure,Automotive,660.91,43,28419.13
Store_1,Lake Eric,Teach,Grocery,676.14,52,35159.28
Store_4,Robinsonstad,Trade,Books,678.94,23,15615.62
Store_13,Lake Ryan,He,Automotive,281.97,25,7049.25
Store_12,Port Jenniferfurt,Citizen,Grocery,377.61,2,755.22
Store_6,Barrettmouth,Past,Furniture,19.33,33,637.89
Store_1,Bradleymouth,Technology,Books,119.36,26,3103.36
Store_7,New Rodneymouth,Clearly,Automotive,181.27,6,1087.62
Store_4,West Ashley,Two,Books,104.04,39,4057.56
Store_16,South Aaronland,Either,Furniture,278.39,14,3897.46
